gene,gs001,gs002,gs003,gs004,gs005,gs006,gs007,gs008,gs009,gs010,gs011,gs012,gs013,gs014,gs015,gs016,gs017,gs018,gs019,gs020,gs021,gs022,gs023,gs024
CD1C,124.858375388891,139.086421039763,151.837713291595,114.507300201441,118.722065583045,128.010802821194,143.654832847183,138.680880261911,173.292958451412,105.038360832963,135.693295054568,129.531128084917,100.995797839516,111.808505018309,149.225760658207,147.546975176226,126.196053585213,129.062349742765,126.099763114783,152.432312880157,127.20296626825,120.971487876906,153.825447030613,158.739086466433
CD1D,115.121713087922,125.626444810108,124.000799188136,91.6058401611532,136.530375420502,123.652988257068,124.261430412813,134.478429344884,121.673779338226,120.390121262396,120.063700859801,133.249725063431,138.600616184017,140.281478345952,135.659782416552,125.134776415281,122.058478057829,118.247069038064,133.176790636531,140.011902201033,116.141838766663,105.192598153831,109.875319307581,133.115848099804
CD1E,120.276416659023,112.166468580454,136.653941962435,114.507300201441,122.184792495884,132.36861738532,124.979704577049,122.711566777206,129.047947782967,117.158171698305,125.036753558136,112.177675518517,127.856382371302,136.809164525508,133.721785524887,121.399409955123,124.816861742752,113.199938042537,128.029861529805,129.849748009023,122.225458892536,168.30815704613,109.875319307581,133.115848099804
CD2,154.64110713303,163.763044127462,141.715199072155,187.791972330364,168.684268182577,150.889329282854,179.568541058979,175.662448331755,147.483368894819,140.589806037966,135.693295054568,144.405515998974,162.237930571989,150.698419807285,136.628780862384,139.453681179218,161.365445567977,134.109480738292,120.309467869716,146.222107540595,159.833292397931,113.082043015369,171.405498119826,144.99003173312
CD200,71.0203603129472,69.5432105198813,68.3269709812176,54.9635040966919,70.2438888033017,79.530115795295,67.5177714381761,64.7177441222254,77.42876866978,71.9108778010284,70.3331738764517,68.7940441025157,53.7211690635725,68.7518136447984,67.829891208276,56.6530579790574,86.8890860750646,69.2177965100862,69.4835429407986,76.2161564400784,82.958456261902,71.0050037538361,39.5551149507292,71.8700588332277
CD207,131.731313483692,114.409797952063,111.347656413836,119.087592209499,112.785962303893,141.084246513571,124.979704577049,117.668625676773,165.918790006671,131.701944736715,100.171490066461,129.531128084917,112.814455033502,150.003957043196,137.597779308217,120.154287801737,126.196053585213,133.388462024645,129.959959944827,140.011902201033,136.604924644599,118.34167292306,114.270332079884,140.615332499793
CD209,89.9209400736509,65.0565517766632,83.510742310377,100.766424177268,93.4936266466481,74.6275744106535,84.0380772156022,77.3250968733082,106.925442448744,91.3025751855754,93.0671290688401,91.1056259736019,91.3259874080732,84.0299944547536,79.4578725582661,82.1780621234679,86.8890860750646,100.942619910542,82.9942318459539,87.5074388756456,71.3442723852357,76.2646336615276,43.9501277230324,88.1189416998705
CD22,143.186210308361,112.166468580454,134.123313407575,137.40876024173,134.056999054188,139.99479287254,142.218284518711,133.637939161478,438.763022462087,126.046032999555,130.720242356233,135.728789715774,130.005229133845,138.892552817775,138.566777754049,151.282341636384,153.090294513209,144.924761442993,151.191042510071,141.705594566368,154.855785022217,144.639822461518,109.875319307581,145.614988766453
CD24,140.322486102194,163.763044127462,124.000799188136,114.507300201441,122.679467769147,135.636978308414,140.78173619024,131.956958794667,420.327601350234,134.125906909783,123.615881358612,133.869491226517,137.526192802745,123.614372007819,150.19475910404,139.453681179218,166.192617016592,121.131143892651,146.044113403345,129.849748009023,159.833292397931,128.860932738443,118.665344852187,134.365762166469
CD244,146.622679355762,136.843091668154,149.307084736735,146.569344257845,143.45582924618,141.628973334087,161.611686953081,171.459997414727,154.85753733956,154.325591685353,132.85155065552,167.336864033146,136.451769421474,150.003957043196,151.163757549872,135.718314719061,144.815143458441,149.250873724873,132.53342449819,145.092979297038,142.688544770471,152.529267323055,105.480306535278,152.489516133109
CD247,146.622679355762,143.573079782981,134.123313407575,128.248176225614,150.381283071857,148.165695180276,166.639606102733,148.766762462778,154.85753733956,157.557541249444,126.457625757661,134.489257389603,116.037725177316,155.559659155907,134.690783970719,138.831120102525,144.12554753721,134.109480738292,124.813030838101,138.318209835698,143.241601145551,152.529267323055,123.060357624491,149.364730966447
CD27,116.839947611623,139.086421039763,144.245827627015,146.569344257845,121.690117222621,119.295173692942,132.880720383644,116.828135493368,224.912137564599,130.893957345692,108.696723263607,120.854401801717,95.623680933159,136.114701761419,134.690783970719,126.379898568667,113.783327003061,107.431788333363,119.666101731375,107.831747259667,116.141838766663,126.231117784597,136.2453959414,123.741492599818
CD274,142.613465467128,152.546397269417,116.408913523556,119.087592209499,147.907906705544,145.442061077697,153.710671146486,169.779017047916,70.0546002250391,138.165843864897,142.087219952428,141.926451346632,128.930805752574,161.115361268618,123.062802620729,159.375635633392,143.43595161598,123.294200033591,128.029861529805,130.414312130801,148.772164896344,147.269637415364,193.380561981343,144.365074699788
CD276,115.694457929156,136.843091668154,146.776456181875,164.890512290076,122.679467769147,130.734436923773,148.682751996835,136.9998998951,154.85753733956,144.62974299308,119.353264760039,135.109023552689,132.154075896388,140.975941110041,149.225760658207,133.850631488982,130.333629112597,154.2980047204,120.952834008057,143.399286931703,125.543797143012,136.750377599981,167.010485347523,144.99003173312
CD28,133.449548007393,172.736361613899,98.6945136395365,77.8649641369802,129.604921594824,133.458071026351,133.59899454788,147.926272279372,114.299610893485,143.013768211034,127.168061857423,133.249725063431,126.781958990031,145.837180458663,145.349766874877,145.679291946148,127.575245427674,136.272536879232,131.246692221508,121.945850304125,141.029375645233,128.860932738443,127.455370396794,138.740461399796
CD300A,146.622679355762,141.329750411372,146.776456181875,105.346716185326,176.104397281517,136.18170512893,159.456864460373,121.871076593801,106.925442448744,160.789490813535,152.033325349098,155.561306934518,137.526192802745,147.92056875093,131.783788633222,149.414658406305,119.989690294137,136.993555592879,140.253818158279,146.786671662373,138.817150144916,131.490747692289,167.010485347523,134.990719199802
CD33,112.830733722989,107.679809837236,124.000799188136,114.507300201441,143.950504519442,131.823890564804,125.697978741285,124.392547144018,147.483368894819,123.622070826487,136.40373115433,123.953232617145,113.888878414774,125.697760300086,155.039751333202,123.889654261895,121.368882136598,152.855967293107,133.176790636531,127.026927400131,146.006883020947,115.711857969214,158.220459802917,127.491234799813
CD34,156.932086497964,150.303067897808,151.837713291595,146.569344257845,142.961153972917,151.43405610337,152.99239698225,123.552056960612,158.54462156193,139.781818646943,137.824603353855,169.815928685489,134.302922658931,168.059988909507,149.225760658207,158.753074556699,140.677567931057,143.482724015699,138.967085881597,145.092979297038,146.559939396027,118.34167292306,145.035421486007,141.240289533126
CD36,148.340913879462,204.142972816426,136.653941962435,164.890512290076,163.242840176687,162.8733193342,139.345187861768,140.361860628723,129.047947782967,147.053705166148,144.928964351476,146.884580651317,127.856382371302,143.753792166397,141.473773091547,131.36038718221,160.675849646746,155.740042147694,136.393621328234,134.366260983249,141.029375645233,173.567786953821,118.665344852187,132.490891066472
CD37,237.68910911188,197.412984701599,197.389027279073,233.594892410941,263.16724537575,219.524908667835,188.906105194046,170.619507231321,925.45813981499,320.770994236048,254.336123714845,217.53792324309,286.871042799477,184.72709524764,208.33466585399,230.347598376387,203.430796763048,215.584595380373,189.149644672174,161.465338828611,164.257743398566,155.159082276901,224.145651387465,199.36129363304
CD38,164.377769433999,177.223020357117,199.919655833933,164.890512290076,200.343485671389,184.662392154829,177.413718566271,197.515193100298,136.422116227708,195.532948627516,160.558558546243,187.789147414975,192.321785247589,163.198749560885,158.915745116532,177.429906857488,155.159082276901,156.461060861341,163.414999138545,155.255133489049,138.817150144916,205.125566399971,197.775574753646,163.11378569976
CD3D,182.132859512236,145.81640915459,159.429598956174,132.828468233672,175.609722008254,153.612963385433,163.048235281553,167.257546497699,176.980042673783,152.709616903308,144.218528251714,148.743879140575,152.568120140546,159.031972976352,134.690783970719,126.379898568667,135.160800561212,122.573181319944,128.029861529805,140.011902201033,158.174123272693,147.269637415364,140.640408713704,134.990719199802
CD3E,151.204638085629,125.626444810108,116.408913523556,114.507300201441,131.088947414612,101.863915436439,106.304576306916,126.914017694234,158.54462156193,137.357856473875,115.090648161466,123.953232617145,104.219067983331,138.198090053686,125.000799512394,122.021971031816,115.162518845522,103.105676051483,118.379369454694,113.47738847745,115.588782391583,113.082043015369,74.7152171291551,123.741492599818
CD3EAP,33.2192007915398,65.0565517766632,27.836914103459,54.9635040966919,55.4036306054211,56.106862513119,63.2081264527606,48.7484306375204,51.6191791131867,51.7111930254586,44.0470381852526,46.4824622314296,39.7536651070436,61.8071860039097,48.4499222916257,47.9372029053563,53.7884818559924,49.0292725279777,52.112657205599,47.4233862293821,52.5403556325379,63.1155588922987,52.7401532676389,57.4960470665822
CD3G,139.749741260961,157.033056012635,151.837713291595,132.828468233672,137.025050693765,128.010802821194,144.373107011419,137.840390078506,136.422116227708,113.926222134214,141.376783852665,123.33346645406,125.70753560876,153.476270863641,151.163757549872,136.963436872446,148.263123064594,139.156611733819,136.393621328234,130.414312130801,134.392699144281,152.529267323055,127.455370396794,143.740117666455
CD4,179.841880147302,195.169655329989,217.634055717952,196.952556346479,150.87595834512,160.149685231621,153.710671146486,169.779017047916,210.163800675117,192.300999063424,184.713385938156,162.998500891546,212.735829491747,147.92056875093,169.57472802069,173.69454039733,198.603625314433,189.62792168909,203.947065854011,144.52841517526,141.582432020313,142.010007507672,224.145651387465,152.489516133109
CD40,155.213851974264,136.843091668154,172.082741730474,137.40876024173,156.812061624272,150.344602462338,167.357880266968,132.797448978073,158.54462156193,178.565213416037,132.141114555758,158.660137749946,151.493696759274,123.614372007819,151.163757549872,136.340875795754,144.815143458441,127.620312315471,130.603326083168,141.705594566368,134.392699144281,142.010007507672,184.590536436736,158.739086466433
CD40LG,128.294844436292,103.193151094017,146.776456181875,77.8649641369802,137.025050693765,139.99479287254,140.78173619024,126.914017694234,117.986695115855,135.741881691829,140.666347752903,142.546217509717,117.112148558588,139.587015581863,120.155807283232,127.625020722052,130.333629112597,143.482724015699,136.393621328234,137.75364571392,139.370206519995,120.971487876906,127.455370396794,124.366449633151
CD44,558.998965043842,358.932699457452,468.166282649083,416.806572733247,640.604478875181,589.939146618524,364.883275431845,422.766562252979,420.327601350234,708.604941926988,568.34887980971,591.256919583784,665.068073007027,268.062626938305,304.265511991409,440.150681221908,360.658666803641,418.911872628751,378.299289344348,276.071855549617,365.017207552369,299.798904738419,795.497311786886,365.599864499463
CD46,74.4568293603478,53.8399049186178,45.5513139874784,73.2846721289225,62.3290844310987,74.0828475901378,52.4340139892219,59.6748030217922,70.0546002250391,73.526852583074,53.2827074821603,58.8777854931441,54.7955924448439,62.5016487679985,60.0779036416159,58.5207412091362,54.478077777223,72.1018713646731,61.7631492807099,67.7476946134031,84.61762538714,63.1155588922987,448.29130277493,61.8707462999091
CD47,209.051867050207,213.116290302862,255.593484040851,233.594892410941,182.040500560669,175.946763026577,156.58376780343,190.791271633054,191.728379563265,223.00451992229,218.103882626976,179.112421131775,186.949668341232,151.392882571374,217.055651866483,178.05246793418,184.81170688982,195.396071398264,185.93281398047,142.270158688146,173.106645399835,176.197601907667,193.380561981343,195.611551433046
CD48,204.46990832034,300.606135795616,207.511541498513,233.594892410941,212.215692229693,211.354006360099,206.862959299944,177.343428698566,287.592569344897,245.628166870929,181.871641539107,205.762366144461,177.279857909789,190.97726012444,156.008749779035,144.434169792762,159.986253725516,157.182079574987,138.323719743257,154.69056936727,174.212758149994,134.120562646135,254.910740793588,178.737711533071
CD5,141.467975784661,136.843091668154,159.429598956174,215.27372437871,132.078297961138,143.80788061615,145.809655339891,140.361860628723,154.85753733956,129.277982563647,136.40373115433,153.082242282175,125.70753560876,128.475611356441,144.380768429045,124.512215338588,122.74807397906,160.066154429574,129.959959944827,125.897799156574,139.923262895075,157.788897230747,114.270332079884,135.615676233134
CD53,402.639623387112,415.015933747679,409.961825887306,338.941608596267,399.202945522989,412.902929950915,323.941648070398,299.214505292367,586.246391356906,444.393065062535,314.012756094865,359.464374589722,362.080679488478,270.84047799466,266.474572603941,278.907362358437,274.459176649807,277.592204753991,281.794368593239,211.711545666885,214.032817155707,262.981495384578,571.351660399421,251.232727399631
CD55,149.486403561929,215.359619674471,144.245827627015,128.248176225614,155.822711077747,161.783865693169,143.654832847183,166.417056314294,165.918790006671,156.749553858422,141.376783852665,144.405515998974,128.930805752574,158.337510212263,159.884743562365,138.831120102525,128.264841348905,144.924761442993,106.798778964561,142.270158688146,153.749672272058,147.269637415364,246.120715248981,127.491234799813
CD58,146.049934514528,136.843091668154,146.776456181875,128.248176225614,143.950504519442,167.231133898326,142.936558682947,157.171664296833,162.231705784301,176.949238633991,140.666347752903,177.872888805604,125.70753560876,141.67040387413,148.256762212375,145.679291946148,119.989690294137,137.714574306526,136.393621328234,134.930825105028,141.582432020313,152.529267323055,171.405498119826,174.363012299744
CD59,120.849161500257,134.599762296544,167.021484620754,91.6058401611532,123.668818315672,130.189710103257,116.360414606218,141.202350812128,125.360863560596,113.118234743191,129.299370156709,120.854401801717,110.665608270959,120.142058187375,125.000799512394,146.301853022841,126.196053585213,144.203742729346,149.90431023339,130.414312130801,152.6435595219,168.30815704613,171.405498119826,137.490547333131
CD6,116.839947611623,141.329750411372,118.939542078416,105.346716185326,127.131545228511,119.839900513458,142.218284518711,131.956958794667,143.796284672449,121.198108653419,103.723670565272,105.360247724574,112.814455033502,137.503627289597,114.341816608237,119.531726725044,99.9914085784474,116.084012897124,109.372243517924,107.267183137888,114.482669641425,144.639822461518,153.825447030613,114.367137099832
CD63,573.890330915912,305.092794538834,488.411311087963,338.941608596267,539.690723129593,520.758840413027,351.954340475599,414.361660418923,294.966737789638,724.764689747444,409.211193462991,524.941940133611,451.257820134009,227.78378662115,313.955496449734,279.529923435129,273.769580728577,267.497942762937,252.199526229565,239.939751755802,363.358038427131,223.534271076891,703.202043568518,325.602614366188
CD68,780.078473759952,376.879334430324,417.553711551885,407.645988717132,668.800969451154,703.787052106309,377.812210388092,391.668425466974,213.850884897488,1018.06411268872,382.925057771792,655.7126005447,454.481090277823,281.257419455993,305.234510437242,281.397606665208,287.56149915319,237.215156789775,236.115372771047,215.663494519333,249.981481535865,234.053530892274,580.141685944028,336.226883932839
CD69,151.777382926863,177.223020357117,177.143998840194,169.470804298133,139.498427060078,136.18170512893,135.035542876352,131.116468611262,269.157148233045,128.469995172624,158.427250246957,132.629958900346,122.484265464945,150.003957043196,147.287763766542,158.753074556699,155.848678198132,160.066154429574,138.967085881597,159.771646463276,136.051868269519,131.490747692289,105.480306535278,118.116879299826
CD7,128.867589277525,181.709679100335,118.939542078416,160.310220282018,139.993102333341,135.636978308414,159.456864460373,158.012154480239,143.796284672449,127.662007781601,127.878497957185,162.378734728461,139.675039565288,157.643047448174,138.566777754049,125.757337491974,121.368882136598,138.435593020172,134.463522913212,129.285183887244,145.453826645868,136.750377599981,114.270332079884,128.741148866477
CD70,105.385050786954,143.573079782981,118.939542078416,100.766424177268,119.711416129571,111.124271385207,123.543156248578,127.75450787764,110.612526671114,97.7664743137578,114.380212061704,105.980013887659,125.70753560876,134.725776233241,104.651832149911,135.095753642368,115.852114766753,122.573181319944,114.51917262465,108.960875503223,118.35406426698,97.3031532922939,109.875319307581,111.24235193317
CD74,2910.68928314837,1215.88451941212,2583.77175451197,1997.00731551314,2536.69480129106,2263.33993924281,1382.67776615414,1297.71684317813,3403.17873724795,4108.61588335089,3163.5719522408,2162.3641430061,2980.450459647,743.769620339183,1830.43806417762,2594.83456765617,2457.71986326611,2106.0956625621,2020.81304052823,467.459092832481,952.363077886634,518.073545907619,2483.18221635133,1494.2722666978
CD79A,128.867589277525,139.086421039763,113.878284968696,132.828468233672,142.466478699654,125.831895539131,138.626913697532,120.19009622699,342.898832680454,132.509932127738,122.90544525885,139.447386694289,140.74946294656,133.336850705064,125.000799512394,115.796360264887,123.43766990029,136.993555592879,143.470648849982,141.705594566368,134.392699144281,152.529267323055,96.6902809906713,134.365762166469
CD79B,105.385050786954,123.383115438499,129.062056297855,91.6058401611532,114.764663396944,111.668998205722,112.050769620803,108.423233659313,291.279653567268,105.038360832963,103.01323446551,116.516038660117,107.442338127145,106.947265669686,110.465822824907,93.3841615039408,135.160800561212,111.036881901597,97.7916530277906,125.897799156574,112.270444141107,120.971487876906,87.9002554460648,118.116879299826
CD80,147.768169038229,163.763044127462,121.470170633276,132.828468233672,129.110246321562,135.636978308414,143.654832847183,164.736075947483,199.102548008006,157.557541249444,135.693295054568,149.983411466746,126.781958990031,140.975941110041,145.349766874877,125.134776415281,137.919184246134,130.504387170058,124.16966469976,134.366260983249,141.029375645233,160.418712184593,188.985549209039,144.99003173312
CD81,579.045034487013,289.389488937571,455.513139874784,444.288324781593,471.920210692604,432.513095489481,315.322358099567,304.2574463928,464.57261201868,701.333055407783,701.910866564992,379.916657971551,723.086935595685,190.97726012444,369.188407862188,597.658633625221,504.784214340852,604.934700749607,507.615883150834,254.61841892204,327.962430422052,215.644826215354,413.131200596505,376.224134066114
CD83,143.758955149595,190.682996586771,129.062056297855,151.149636265903,144.939855065968,151.978782923886,152.274122818014,169.779017047916,339.211748458084,152.709616903308,140.666347752903,141.926451346632,153.642543521817,176.393542078574,141.473773091547,145.056730869455,157.227870040593,158.624117002281,150.54767637173,167.675544168173,176.424983650311,157.788897230747,202.170587525949,126.241320733148
CD84,155.786596815497,130.113103553326,156.898970401314,169.470804298133,155.328035804484,151.43405610337,138.626913697532,141.202350812128,199.102548008006,174.525276460923,134.272422855044,155.561306934518,160.089083809446,134.031313469152,150.19475910404,138.208559025832,139.298376088596,165.113285425101,155.694605478456,147.351235784152,157.621066897614,152.529267323055,145.035421486007,146.239945799785
CD86,197.024225384305,168.249702870681,197.389027279073,164.890512290076,169.673618729102,167.775860718841,180.286815223215,180.705389432188,136.422116227708,205.228797319789,153.454197548622,197.705406024347,182.651974816146,200.699738821684,182.171707816513,151.282341636384,179.984535441205,175.928566129802,179.499152597063,175.57944187307,155.408841397296,213.015011261508,224.145651387465,173.738055266411
CD8A,158.077576180431,157.033056012635,146.776456181875,160.310220282018,150.87595834512,135.092251487898,148.682751996835,146.245291912561,162.231705784301,132.509932127738,150.612453149573,162.378734728461,146.121579852917,170.143377201774,128.876793295724,146.301853022841,136.539992403673,164.392266711455,131.890058359849,149.609492271265,147.666052146185,136.750377599981,123.060357624491,139.365418433129
CD8B,124.858375388891,150.303067897808,134.123313407575,155.72992827396,116.248689216732,113.847905487785,127.852801233993,125.233037327423,121.673779338226,102.614398659895,140.666347752903,143.165983672803,111.740031652231,145.142717694574,101.744836812414,134.473192565675,125.506457663982,137.714574306526,132.53342449819,125.897799156574,118.35406426698,134.120562646135,127.455370396794,152.489516133109
CD9,196.451480543072,159.276385384244,204.980912943653,196.952556346479,181.545825287407,192.288567642049,139.345187861768,147.926272279372,158.54462156193,195.532948627516,292.699673102001,135.728789715774,237.44756726099,167.365526145418,202.520675178995,244.043942063632,251.012915327964,234.331081935188,223.248050004233,174.450313629513,167.023025273963,170.937971999976,171.405498119826,174.987969333076
CD96,134.022292848626,132.356432924935,136.653941962435,100.766424177268,120.206091402833,137.271158769961,128.571075398229,137.840390078506,184.354211118524,129.277982563647,126.457625757661,137.588088205031,128.930805752574,126.392223064175,119.186808837399,121.399409955123,128.264841348905,128.341331029118,123.52629856142,141.14103044459,134.392699144281,147.269637415364,184.590536436736,135.615676233134
CD97,283.508696410555,307.336123910443,283.43039814431,320.620440564036,269.598023928165,250.574337437231,218.355345927718,221.889408419058,202.789632230376,301.379296851501,161.979430745767,266.499450126863,195.545055391404,172.22676549404,160.853742008197,136.340875795754,136.539992403673,134.830499451939,158.91143617016,171.627493020621,180.849434650946,181.457231815359,404.341175051898,168.11344196642
CD99,202.178928955406,172.736361613899,197.389027279073,196.952556346479,160.769463810374,161.783865693169,154.428945310722,164.736075947483,154.85753733956,212.500683838994,326.090169790821,136.968322041946,326.62470790652,126.392223064175,194.768687612335,359.217741251826,319.972507451032,286.965448031399,308.172380265209,171.627493020621,202.418633279041,147.269637415364,210.960613070555,156.864215366436
CDC14A,121.42190634149,114.409797952063,113.878284968696,123.667884217557,197.375434031813,116.571539590364,127.852801233993,108.423233659313,136.422116227708,110.694272570122,124.326317458374,128.911361921831,146.121579852917,129.864536884619,132.752787079054,113.306115958115,131.023225033828,128.341331029118,133.820156774871,98.7987213112128,113.376556891266,139.380192553826,96.6902809906713,116.242008199829
CDC14B,136.886017054793,172.736361613899,103.755770749256,261.076644459287,138.509076513553,132.913344205835,117.79696293469,110.104214026124,151.17045311719,129.277982563647,154.875069748146,112.797441681602,147.196003234189,135.42023899733,156.008749779035,159.375635633392,154.46948635567,137.714574306526,151.834408648412,139.447338079255,148.772164896344,147.269637415364,65.9251915845486,139.990375466461
CDC20,169.5324730051,177.223020357117,192.327770169353,201.532848354537,174.620371461729,144.352607436665,160.175138624609,132.797448978073,147.483368894819,183.413137762174,204.605596731496,165.477565543889,153.642543521817,163.198749560885,151.163757549872,205.44515530867,206.189180447971,191.069959116384,191.079743087196,154.126005245492,150.431334021582,147.269637415364,153.825447030613,164.363699766425
CDC25A,140.895230943427,107.679809837236,108.817027858976,109.927008193384,130.099596868087,124.7424418981,119.233511263162,142.042840995534,114.299610893485,124.43005821751,120.063700859801,120.234635638631,105.293491364602,115.280818838753,128.876793295724,127.625020722052,157.917465961824,116.80503161077,129.959959944827,144.52841517526,117.247951516821,142.010007507672,109.875319307581,125.616363699815
CDC25B,151.204638085629,195.169655329989,167.021484620754,164.890512290076,156.812061624272,149.799875641823,143.654832847183,147.085782095967,176.980042673783,163.213452986604,144.218528251714,132.629958900346,165.461200715803,137.503627289597,140.504774645714,127.625020722052,122.74807397906,171.602453847922,142.183916573301,159.771646463276,134.945755519361,168.30815704613,162.61547257522,144.365074699788
CDC25C,114.548968246689,123.383115438499,101.225142194396,183.211680322306,133.562323780926,138.360612410993,114.923866277747,139.521370445317,136.422116227708,111.502259961145,129.299370156709,121.474167964803,138.600616184017,151.392882571374,142.44277153738,121.399409955123,138.608780167365,137.714574306526,142.827282711642,132.108004496136,126.64990989317,168.30815704613,127.455370396794,134.990719199802
CDC6,121.994651182724,112.166468580454,116.408913523556,109.927008193384,105.860508478215,120.384627333974,121.38833375587,104.220782742285,143.796284672449,106.654335615008,119.353264760039,127.052063432574,122.484265464945,126.392223064175,132.752787079054,117.664043494965,113.783327003061,113.199938042537,110.015609656264,111.219131990337,127.20296626825,92.0435233846023,83.5052426737615,113.117223033167
CDC7,128.294844436292,123.383115438499,151.837713291595,146.569344257845,130.099596868087,121.474080975005,120.670059591634,155.490683930022,151.17045311719,137.357856473875,120.774136959563,133.869491226517,142.898309709103,127.086685828264,151.163757549872,113.928677034808,126.885649506444,135.551518165585,115.805904901331,131.543440374358,134.945755519361,97.3031532922939,109.875319307581,192.486766266384
CDH1,103.666816263254,109.923139208845,154.368341846455,109.927008193384,123.668818315672,130.189710103257,121.38833375587,103.380292558879,151.17045311719,98.5744617047805,127.878497957185,123.33346645406,124.633112227488,116.669744366931,119.186808837399,137.585997949139,135.850396482442,116.084012897124,119.666101731375,121.945850304125,122.778515267615,118.34167292306,96.6902809906713,126.241320733148
CDH11,120.849161500257,105.436480465627,113.878284968696,68.7043801208649,135.046349600714,128.010802821194,114.205592113511,127.75450787764,103.238358226373,147.861692557171,116.511520360991,135.109023552689,118.186571939859,125.003297535997,109.496824379074,128.247581798745,115.852114766753,130.504387170058,122.882932423079,134.930825105028,144.347713895709,147.269637415364,123.060357624491,130.616019966475
CDH2,126.003865071358,127.869774181717,154.368341846455,119.087592209499,137.025050693765,131.279163744288,132.880720383644,138.680880261911,147.483368894819,137.357856473875,157.006378047432,119.614869475545,152.568120140546,145.142717694574,140.504774645714,151.282341636384,150.331910828286,164.392266711455,133.820156774871,143.399286931703,154.302728647138,105.192598153831,114.270332079884,149.364730966447
CDH3,121.994651182724,107.679809837236,106.286399304116,123.667884217557,117.238039763257,122.563534616037,129.289349562465,117.668625676773,132.735032005337,117.158171698305,116.511520360991,123.33346645406,110.665608270959,107.641728433775,125.969797958227,107.080505191185,124.127265821521,116.80503161077,119.022735593035,151.3031846366,121.119346142377,123.601302830752,105.480306535278,126.241320733148
CDH5,134.59503768986,139.086421039763,161.960227511034,119.087592209499,128.615571048299,136.18170512893,135.753817040588,165.576566130888,106.925442448744,119.582133871373,137.824603353855,149.36364530366,151.493696759274,143.059329402308,140.504774645714,117.664043494965,129.644033191366,139.156611733819,132.53342449819,145.657543418817,141.029375645233,191.976491630742,215.355625842859,119.366793366491
CDK1,113.403478564222,116.653127323672,106.286399304116,137.40876024173,124.163493588935,131.823890564804,122.824882084342,132.797448978073,110.612526671114,126.854020390578,120.063700859801,115.896272497031,112.814455033502,108.336191197864,110.465822824907,128.870142875438,154.46948635567,124.736237460884,125.456396976442,137.189081592141,118.35406426698,139.380192553826,136.2453959414,137.490547333131
CDK2,164.377769433999,132.356432924935,131.592684852715,128.248176225614,152.359984164908,173.767855744514,158.738590296137,152.1287231964,132.735032005337,151.901629512285,149.191580950049,152.462476119089,152.568120140546,138.892552817775,154.07075288737,159.998196710085,153.77989043444,138.435593020172,169.205294383611,150.738620514822,150.431334021582,170.937971999976,188.985549209039,171.863184166414
CDK4,144.904444832062,125.626444810108,124.000799188136,119.087592209499,139.993102333341,138.360612410993,137.19036536906,132.797448978073,184.354211118524,147.861692557171,130.009806256471,141.926451346632,157.940237046903,161.115361268618,157.9467466707,126.379898568667,136.539992403673,143.482724015699,145.400747265004,143.963851053481,177.53109640047,144.639822461518,136.2453959414,143.740117666455
CDK6,28.6372420616723,20.1899643444817,35.4287997680388,41.2226280725189,33.1432433086001,29.9599751283645,33.758885719088,26.0551956855712,47.9320948908162,35.5514452050028,24.1548273919127,30.9883081542864,91.3259874080732,37.5009892607991,24.2249611458128,31.7506149113399,27.5838368492269,27.3987111185758,28.308110086992,24.8408213582478,29.3119878792054,34.1875943999951,17.580051089213,33.7476797999504
CDKN1A,221.07950871611,275.929512707916,265.715998260291,164.890512290076,231.013352613675,214.077640462678,221.946716748898,258.870976488901,202.789632230376,222.196532531268,181.871641539107,246.047166745034,184.800821578689,202.783127113951,184.109704708178,161.243318863471,160.675849646746,128.341331029118,154.407873201775,180.095954847296,234.495903033643,249.832420615349,338.415983467349,217.48504759968
CDKN1B,184.996583718403,159.276385384244,131.592684852715,196.952556346479,186.492578020033,182.483484872766,164.484783610025,150.447742829589,154.85753733956,184.221125153196,164.110739045054,165.477565543889,193.396208628861,163.893212324974,131.783788633222,176.184784704102,171.019788465207,171.602453847922,159.554802308501,158.642518219719,172.553589024756,144.639822461518,167.010485347523,148.114816899782
CDKN1C,254.29870950765,273.686183336307,235.348455601972,306.879564539863,249.316337724395,218.980181847319,237.748748362088,247.94460410463,283.905485122527,260.979927300362,242.969146118651,268.978514779206,240.670837404805,226.394861092972,242.249611458128,235.950648066624,193.086857944588,233.610063221541,245.122498707817,233.729546416241,276.528187539673,265.611310338424,294.465855744317,216.860090566348
CDKN2A,55.5562495996442,44.8665874321815,70.8575995360775,45.8029200805766,57.3823316984718,58.2857697951819,68.236045602412,47.9079404541149,44.2450106684457,51.7111930254586,53.9931435819225,48.9615268837725,48.3490521572152,45.1400796657767,49.4189207374582,58.5207412091362,59.9948451470684,55.5184409507983,63.0498815573913,53.6335915689441,53.6464683826966,76.2646336615276,39.5551149507292,47.4967345332635
CDKN2B,113.976223405456,118.896456695281,113.878284968696,123.667884217557,135.046349600714,130.734436923773,136.472091204824,143.723821362345,110.612526671114,124.43005821751,125.747189657898,138.207854368117,135.377346040203,136.809164525508,130.814790187389,149.414658406305,137.229588324904,136.993555592879,132.53342449819,139.447338079255,110.611275015869,152.529267323055,118.665344852187,129.991062933142
